value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,label
21.0,20.0,25.0,43.0,53.0,54.0,72.0,72.0,60.0,80.0,79.0,72.0,69.0,57.0,56.0,45.0,41.0,35.0,18.0,27.0,45.0,60.0,44.0,51.0,65.0,82.0,73.0,58.0,68.0,60.0,73.0,76.0,77.0,78.0,85.0,72.0,68.0,58.0,61.0,59.0,74.0,54.0,41.0,54.0,67.0,79.0,76.0,68.0,68.0,77.0,80.0,76.0,88.0,75.0,73.0,61.0,71.0,70.0,60.0,73.0,76.0,75.0,62.0,63.0,68.0,49.0,57.0,75.0,72.0,83.0,1.0
0.470748,0.783107,1.0,0.713543,0.812761,0.251658,0.28488,0.375717,0.484999,0.543536,0.606675,0.462473,0.240766,0.175604,0.087508,0.136453,0.537635,0.752915,0.934214,0.87244,0.560728,0.370093,0.361381,0.377594,0.459311,0.606504,0.733098,0.454086,0.337465,0.086109,0.038608,0.288904,0.531323,0.795987,0.97613,0.820653,0.689292,0.391357,0.325378,0.314585,0.469343,0.647161,0.554763,0.682459,0.205313,0.0,0.155671,0.262773,0.514195,0.780232,0.864007,0.742521,0.637716,0.360139,0.380766,0.313146,0.39085,0.569174,0.659519,0.456456,0.220952,0.124048,0.077974,0.152277,0.42101,0.746512,0.741834,0.699108,0.570135,0.399595,0.0
80.0,76.0,59.0,42.0,30.0,23.0,31.0,34.0,43.0,47.0,44.0,43.0,58.0,72.0,92.0,74.0,68.0,51.0,54.0,68.0,75.0,59.0,59.0,75.0,68.0,49.0,33.0,34.0,25.0,20.0,40.0,40.0,28.0,37.0,56.0,60.0,79.0,96.0,76.0,66.0,51.0,44.0,42.0,28.0,34.0,38.0,34.0,25.0,45.0,53.0,35.0,35.0,50.0,52.0,70.0,65.0,61.0,81.0,76.0,63.0,58.0,67.0,58.0,39.0,48.0,67.0,64.0,61.0,79.0,97.0,1.0
0.506368,0.706882,0.844912,0.914925,0.640254,0.354523,0.208981,0.371664,0.398045,0.545703,0.699726,0.536712,0.275502,0.174533,0.0,0.452501,0.391444,0.667198,0.880895,0.884137,0.550044,0.449884,0.29036,0.237078,0.403748,0.561299,0.638837,0.474297,0.297767,0.04506,0.097058,0.121005,0.551961,0.783036,0.822448,1.0,0.629442,0.524441,0.432396,0.34929,0.389137,0.590796,0.580749,0.562267,0.327681,0.095415,0.200271,0.31835,0.447014,0.676057,0.763177,0.759007,0.576637,0.428926,0.192351,0.290825,0.358621,0.637976,0.67227,0.574343,0.36074,0.09847,0.053653,0.278697,0.334702,0.761749,0.869215,0.851883,0.518301,0.416626,0.0
48.0,46.0,52.0,68.0,88.0,72.0,59.0,53.0,68.0,74.0,59.0,46.0,48.0,66.0,53.0,69.0,66.0,55.0,63.0,75.0,75.0,63.0,81.0,62.0,58.0,60.0,44.0,27.0,7.0,1.0,14.0,34.0,15.0,28.0,45.0,39.0,58.0,73.0,80.0,75.0,72.0,66.0,68.0,59.0,63.0,81.0,74.0,63.0,71.0,62.0,66.0,63.0,56.0,48.0,60.0,67.0,49.0,57.0,77.0,67.0,83.0,63.0,71.0,72.0,69.0,57.0,75.0,68.0,66.0,51.0,1.0
64.0,83.0,78.0,75.0,70.0,71.0,62.0,79.0,60.0,67.0,80.0,60.0,80.0,80.0,94.0,78.0,70.0,56.0,73.0,75.0,55.0,56.0,48.0,47.0,41.0,35.0,24.0,5.0,13.0,31.0,38.0,44.0,63.0,51.0,40.0,39.0,54.0,59.0,55.0,70.0,65.0,76.0,59.0,52.0,58.0,58.0,41.0,34.0,52.0,55.0,71.0,82.0,66.0,64.0,66.0,80.0,80.0,72.0,61.0,65.0,67.0,64.0,75.0,80.0,72.0,69.0,86.0,67.0,77.0,72.0,1.0
92.0,80.0,60.0,62.0,67.0,75.0,64.0,72.0,62.0,71.0,75.0,73.0,59.0,42.0,28.0,36.0,53.0,33.0,43.0,45.0,62.0,70.0,71.0,51.0,59.0,63.0,83.0,76.0,66.0,71.0,70.0,70.0,61.0,41.0,59.0,66.0,71.0,66.0,80.0,90.0,73.0,63.0,76.0,80.0,79.0,65.0,76.0,69.0,67.0,67.0,76.0,76.0,65.0,65.0,67.0,50.0,63.0,54.0,60.0,51.0,67.0,55.0,69.0,79.0,71.0,76.0,57.0,69.0,89.0,76.0,1.0
8.0,21.0,3.0,23.0,42.0,50.0,50.0,57.0,53.0,33.0,26.0,41.0,58.0,77.0,61.0,47.0,57.0,65.0,50.0,59.0,67.0,81.0,64.0,59.0,39.0,53.0,67.0,78.0,73.0,78.0,71.0,51.0,70.0,87.0,80.0,79.0,68.0,62.0,65.0,69.0,61.0,59.0,63.0,58.0,70.0,82.0,80.0,64.0,70.0,56.0,57.0,73.0,74.0,55.0,69.0,67.0,50.0,42.0,36.0,54.0,47.0,67.0,58.0,70.0,85.0,79.0,68.0,80.0,74.0,65.0,1.0
0.498014,0.632028,1.0,0.878676,0.695614,0.286454,0.36335,0.257367,0.375819,0.634206,0.660262,0.400821,0.436802,0.213277,0.053214,0.185728,0.461787,0.575307,0.875683,0.824886,0.561749,0.356873,0.038788,0.186008,0.515873,0.735222,0.520798,0.494887,0.34929,0.0,0.059719,0.143321,0.540409,0.599749,0.764467,0.84133,0.62316,0.379988,0.308941,0.20123,0.306552,0.531378,0.571511,0.452261,0.364881,0.117907,0.046655,0.166689,0.391993,0.638895,0.756009,0.752344,0.61045,0.279619,0.271821,0.268487,0.395363,0.68318,0.382189,0.443127,0.034036,0.069319,0.06757,0.022976,0.319924,0.561758,0.871191,0.784659,0.588914,0.351517,0.0
0.331536,0.760243,0.81754,0.965421,0.589893,0.460371,0.224712,0.421127,0.339644,0.584092,0.597179,0.618038,0.184907,0.101846,0.092348,0.035722,0.454808,0.537511,0.91011,0.779643,0.702589,0.451008,0.14687,0.431762,0.384532,0.448002,0.501431,0.514026,0.418689,0.0,0.040176,0.208039,0.498342,0.622052,1.0,0.869682,0.580447,0.270308,0.098117,0.258506,0.513109,0.442548,0.572068,0.401401,0.102881,0.043223,0.088944,0.142406,0.326625,0.813902,0.737929,0.842724,0.520139,0.388194,0.406711,0.14774,0.329289,0.531827,0.560275,0.401618,0.264463,0.092295,0.042993,0.215813,0.409408,0.824738,0.857923,0.647315,0.562692,0.341629,0.0
93.0,76.0,78.0,72.0,59.0,64.0,75.0,76.0,80.0,80.0,69.0,83.0,80.0,63.0,60.0,68.0,79.0,79.0,70.0,65.0,76.0,76.0,78.0,70.0,78.0,77.0,68.0,82.0,77.0,70.0,80.0,78.0,66.0,62.0,45.0,38.0,26.0,29.0,37.0,45.0,56.0,71.0,70.0,59.0,58.0,61.0,78.0,75.0,80.0,60.0,45.0,64.0,81.0,66.0,80.0,68.0,61.0,55.0,71.0,70.0,73.0,72.0,61.0,67.0,72.0,61.0,65.0,52.0,67.0,63.0,1.0
71.0,67.0,74.0,64.0,74.0,74.0,64.0,75.0,61.0,49.0,63.0,43.0,60.0,41.0,33.0,34.0,50.0,60.0,58.0,59.0,75.0,92.0,73.0,79.0,79.0,70.0,56.0,49.0,49.0,66.0,68.0,69.0,69.0,88.0,69.0,71.0,72.0,58.0,53.0,67.0,74.0,59.0,64.0,63.0,66.0,63.0,83.0,69.0,60.0,77.0,74.0,56.0,41.0,56.0,62.0,70.0,67.0,62.0,70.0,62.0,60.0,80.0,65.0,75.0,66.0,84.0,73.0,68.0,63.0,58.0,1.0
0.33291,0.652114,0.864074,0.970405,0.586976,0.387265,0.364232,0.280812,0.442846,0.593725,0.629719,0.547109,0.193605,0.188237,0.118711,0.276288,0.483318,0.662259,0.66707,0.761433,0.571354,0.412442,0.268797,0.163303,0.539617,0.640888,0.441308,0.471872,0.306958,0.03491,0.063355,0.077908,0.510407,0.743314,0.863221,0.838197,0.64309,0.434088,0.27721,0.289427,0.487379,0.718636,0.772339,0.41143,0.209501,0.0,0.05035,0.09537,0.433894,0.698413,1.0,0.887433,0.655521,0.533988,0.278176,0.163784,0.533745,0.553945,0.66017,0.475876,0.309217,0.1306,0.287589,0.037507,0.680854,0.499511,0.883897,0.916856,0.654893,0.635712,0.0
63.0,66.0,80.0,61.0,78.0,63.0,49.0,64.0,81.0,76.0,62.0,55.0,66.0,51.0,65.0,75.0,58.0,58.0,61.0,55.0,57.0,42.0,56.0,47.0,64.0,81.0,67.0,47.0,67.0,74.0,58.0,67.0,62.0,57.0,69.0,53.0,71.0,70.0,63.0,49.0,62.0,49.0,39.0,37.0,28.0,21.0,40.0,44.0,63.0,59.0,60.0,77.0,78.0,66.0,84.0,67.0,78.0,72.0,63.0,45.0,50.0,65.0,73.0,85.0,77.0,63.0,61.0,41.0,39.0,31.0,1.0
54.0,50.0,60.0,63.0,70.0,74.0,69.0,54.0,74.0,64.0,54.0,67.0,67.0,84.0,74.0,68.0,62.0,62.0,73.0,62.0,66.0,67.0,81.0,70.0,53.0,70.0,78.0,68.0,77.0,60.0,73.0,79.0,79.0,67.0,58.0,57.0,71.0,55.0,36.0,56.0,58.0,70.0,62.0,60.0,77.0,70.0,58.0,59.0,61.0,81.0,72.0,59.0,58.0,74.0,80.0,76.0,62.0,62.0,76.0,61.0,78.0,83.0,67.0,58.0,66.0,63.0,73.0,66.0,74.0,76.0,1.0
41.0,61.0,66.0,72.0,56.0,49.0,61.0,79.0,79.0,63.0,75.0,68.0,66.0,63.0,74.0,80.0,62.0,74.0,75.0,89.0,76.0,59.0,63.0,72.0,73.0,69.0,77.0,74.0,57.0,55.0,66.0,52.0,62.0,75.0,61.0,81.0,80.0,68.0,74.0,65.0,76.0,72.0,77.0,80.0,72.0,69.0,74.0,76.0,68.0,67.0,83.0,66.0,50.0,69.0,58.0,45.0,60.0,79.0,77.0,76.0,74.0,78.0,63.0,83.0,76.0,64.0,72.0,55.0,44.0,51.0,1.0
60.0,40.0,25.0,37.0,49.0,40.0,58.0,65.0,61.0,81.0,63.0,54.0,46.0,64.0,76.0,76.0,57.0,52.0,53.0,62.0,42.0,30.0,49.0,44.0,42.0,60.0,48.0,60.0,65.0,84.0,78.0,64.0,75.0,58.0,78.0,80.0,78.0,70.0,89.0,77.0,67.0,72.0,75.0,67.0,53.0,66.0,48.0,58.0,68.0,57.0,72.0,85.0,71.0,53.0,34.0,41.0,24.0,28.0,14.0,8.0,15.0,26.0,8.0,13.0,17.0,15.0,11.0,9.0,13.0,30.0,1.0
59.0,55.0,62.0,63.0,83.0,69.0,51.0,71.0,58.0,38.0,56.0,69.0,51.0,70.0,69.0,80.0,71.0,60.0,60.0,66.0,59.0,70.0,78.0,79.0,73.0,61.0,63.0,59.0,58.0,78.0,63.0,83.0,75.0,60.0,65.0,66.0,56.0,58.0,65.0,68.0,79.0,61.0,49.0,68.0,80.0,65.0,47.0,59.0,49.0,64.0,84.0,74.0,78.0,65.0,53.0,49.0,42.0,53.0,60.0,71.0,59.0,62.0,74.0,57.0,74.0,68.0,80.0,77.0,87.0,75.0,1.0
0.462546,0.688446,0.925003,0.993993,0.554309,0.398612,0.265155,0.378346,0.545291,0.704938,0.662683,0.690178,0.240697,0.042998,0.184269,0.206621,0.336862,0.672349,0.848575,0.732688,0.526275,0.389728,0.207896,0.370506,0.291309,0.582165,0.642853,0.480823,0.374496,0.0,0.010164,0.170293,0.504407,0.71523,1.0,0.71989,0.495767,0.549898,0.178511,0.374351,0.368729,0.408918,0.571116,0.560241,0.188795,0.156154,0.127597,0.094757,0.428965,0.82421,0.880255,0.763552,0.640981,0.351414,0.382626,0.40886,0.456933,0.593418,0.52106,0.37963,0.256592,0.102931,0.151643,0.270761,0.462061,0.793203,0.752383,0.870948,0.544262,0.505827,0.0
0.538809,0.824628,0.871822,0.894583,0.700954,0.478289,0.420007,0.630464,0.497228,0.647256,0.640543,0.543969,0.460322,0.289763,0.196182,0.392839,0.606681,0.767023,0.785792,0.920548,0.708529,0.511918,0.371446,0.485278,0.573752,0.648227,0.599297,0.664683,0.444717,0.255685,0.0,0.314083,0.530111,0.733264,0.955125,0.912043,0.728301,0.587083,0.33028,0.396597,0.553497,0.619722,0.743802,0.547004,0.496037,0.167873,0.354395,0.467067,0.540949,0.863859,0.869673,0.934128,0.68295,0.415143,0.144487,0.410284,0.568614,0.764204,0.692698,0.659871,0.366356,0.211823,0.274621,0.134487,0.548923,0.749437,1.0,0.820046,0.734203,0.578471,0.0
0.393236,0.685988,1.0,0.748406,0.75748,0.3797,0.348604,0.344213,0.446451,0.740748,0.508547,0.486677,0.220563,0.035846,0.021339,0.274353,0.332287,0.746896,0.790516,0.899873,0.598566,0.41599,0.324015,0.313645,0.372648,0.610904,0.619388,0.553087,0.276458,0.035592,0.0,0.21704,0.39532,0.712024,0.945141,0.692877,0.564248,0.499125,0.143864,0.373165,0.577778,0.648175,0.56428,0.573274,0.301874,0.160243,0.250041,0.309049,0.267201,0.737209,0.795516,0.702675,0.571758,0.483775,0.333328,0.352131,0.665187,0.579918,0.619922,0.361033,0.34731,0.172592,0.174593,0.128635,0.433645,0.673604,0.876665,0.818029,0.616025,0.412089,0.0
0.393834,0.779206,0.805227,0.776026,0.505515,0.454438,0.360006,0.342245,0.336856,0.548661,0.608773,0.491832,0.26387,0.034851,0.088487,0.098508,0.37986,0.56166,0.75054,0.703872,0.53908,0.276225,0.387512,0.268233,0.388752,0.438095,0.480083,0.484098,0.38841,0.139658,0.072391,0.244884,0.399484,0.633411,0.821407,0.711165,0.689095,0.34487,0.240991,0.211588,0.424877,0.677032,0.680965,0.491504,0.284438,0.0,0.115752,0.139086,0.472155,0.716436,1.0,0.706503,0.611046,0.428687,0.258832,0.349466,0.431657,0.578583,0.500867,0.35131,0.248373,0.096325,0.052411,0.121673,0.476959,0.64375,0.896018,0.698736,0.642337,0.481475,0.0
51.0,64.0,62.0,66.0,69.0,76.0,93.0,76.0,77.0,59.0,42.0,44.0,63.0,66.0,67.0,54.0,74.0,60.0,44.0,58.0,38.0,56.0,73.0,70.0,76.0,92.0,72.0,71.0,75.0,66.0,53.0,71.0,72.0,75.0,57.0,72.0,55.0,63.0,60.0,54.0,43.0,44.0,63.0,53.0,38.0,43.0,43.0,43.0,29.0,34.0,49.0,52.0,49.0,35.0,45.0,56.0,62.0,81.0,61.0,63.0,68.0,73.0,55.0,67.0,60.0,56.0,39.0,56.0,65.0,81.0,1.0
92.0,78.0,72.0,54.0,73.0,67.0,64.0,45.0,51.0,51.0,63.0,67.0,59.0,65.0,84.0,77.0,78.0,80.0,73.0,58.0,46.0,53.0,36.0,44.0,52.0,42.0,50.0,39.0,35.0,33.0,51.0,57.0,76.0,80.0,70.0,77.0,82.0,66.0,80.0,72.0,80.0,62.0,43.0,24.0,11.0,22.0,14.0,21.0,15.0,26.0,32.0,34.0,22.0,36.0,32.0,38.0,20.0,7.0,14.0,26.0,8.0,14.0,27.0,32.0,44.0,40.0,54.0,70.0,63.0,82.0,1.0
0.552826,0.634245,0.790719,0.798577,0.57151,0.441273,0.252963,0.391999,0.477421,0.622162,0.6138,0.584059,0.176183,0.068051,0.115988,0.118497,0.433485,0.804317,0.955252,0.775715,0.728679,0.45648,0.268085,0.364742,0.630194,0.708529,0.645233,0.640823,0.392804,0.0,0.002357,0.119972,0.405144,0.643242,0.8462,0.860564,0.611059,0.404748,0.355871,0.393636,0.470434,0.629613,0.442836,0.564505,0.342387,0.257877,0.123172,0.274824,0.320817,0.638649,0.900817,0.85672,0.601469,0.362031,0.293689,0.219367,0.400697,0.661733,0.511135,0.607602,0.316964,0.164821,0.070193,0.216076,0.394516,0.841347,0.896495,1.0,0.726748,0.39744,0.0
69.0,61.0,49.0,35.0,54.0,64.0,70.0,90.0,73.0,64.0,72.0,71.0,74.0,76.0,78.0,80.0,77.0,79.0,95.0,77.0,58.0,45.0,33.0,49.0,60.0,69.0,77.0,82.0,75.0,65.0,74.0,62.0,65.0,73.0,69.0,52.0,51.0,70.0,78.0,68.0,76.0,71.0,76.0,70.0,56.0,47.0,40.0,20.0,24.0,42.0,48.0,65.0,75.0,84.0,71.0,67.0,54.0,53.0,49.0,30.0,27.0,27.0,10.0,15.0,4.0,1.0,11.0,6.0,7.0,25.0,1.0
0.502725,0.974011,0.926061,0.905234,0.768192,0.382534,0.281324,0.482105,0.366337,0.596656,0.729085,0.596869,0.570983,0.124796,0.0,0.171546,0.618428,0.743557,0.945745,1.0,0.672381,0.518596,0.181407,0.262947,0.458022,0.525361,0.586136,0.497637,0.521869,0.146588,0.135881,0.276888,0.293254,0.821132,0.914319,0.761219,0.745244,0.286275,0.325641,0.329552,0.425925,0.754745,0.675625,0.580674,0.384298,0.186723,0.067733,0.126382,0.501138,0.881445,0.905917,0.956994,0.640107,0.539885,0.319257,0.25726,0.759599,0.675964,0.453779,0.470825,0.449672,0.188062,0.173202,0.179719,0.586706,0.782942,0.997763,0.789283,0.676078,0.21741,0.0
0.518365,0.726025,1.0,0.845357,0.634556,0.498661,0.23297,0.364308,0.483191,0.587684,0.704475,0.648903,0.501131,0.158424,0.132694,0.228509,0.567094,0.623008,0.865114,0.875873,0.632527,0.451921,0.45274,0.396519,0.618313,0.777012,0.716225,0.54216,0.492479,0.0,0.033708,0.34163,0.718134,0.821941,0.909889,0.816744,0.724527,0.575731,0.433812,0.405849,0.605739,0.673077,0.714616,0.640573,0.296224,0.195349,0.163636,0.187864,0.440105,0.719871,0.976734,0.837868,0.691275,0.509446,0.42464,0.440042,0.530379,0.638484,0.760213,0.526392,0.475198,0.152566,0.132625,0.336791,0.709633,0.617652,0.963018,0.890004,0.64577,0.513406,0.0
89.0,69.0,69.0,64.0,62.0,73.0,78.0,68.0,67.0,79.0,76.0,74.0,73.0,70.0,67.0,69.0,79.0,63.0,64.0,81.0,76.0,69.0,53.0,63.0,47.0,36.0,53.0,67.0,56.0,74.0,77.0,68.0,77.0,64.0,62.0,81.0,64.0,69.0,58.0,76.0,65.0,76.0,65.0,65.0,75.0,70.0,76.0,68.0,59.0,79.0,65.0,78.0,72.0,86.0,69.0,52.0,46.0,36.0,22.0,34.0,30.0,16.0,8.0,5.0,14.0,1.0,3.0,4.0,6.0,4.0,1.0
0.497736,0.900908,1.0,0.739193,0.651768,0.494344,0.418779,0.304728,0.451801,0.622887,0.529412,0.497766,0.345612,0.070102,0.206657,0.237476,0.34291,0.682647,0.70443,0.808674,0.552876,0.422248,0.278211,0.359527,0.583974,0.709774,0.767862,0.49676,0.264533,0.034474,0.0,0.229717,0.34992,0.698679,0.761181,0.826353,0.545929,0.29933,0.286162,0.191734,0.484085,0.554984,0.635851,0.345173,0.404564,0.000341,0.207443,0.156056,0.573955,0.812691,0.831654,0.883179,0.606528,0.398278,0.360765,0.191251,0.411137,0.638318,0.705261,0.520591,0.231893,0.141092,0.025023,0.382881,0.477716,0.588591,0.828534,0.746475,0.514645,0.315683,0.0
0.51623,0.593567,0.893686,0.745268,0.664456,0.363604,0.304888,0.274496,0.454074,0.493493,0.544751,0.45223,0.231518,0.106314,0.100101,0.322686,0.375165,0.623836,0.833085,0.661427,0.636221,0.423725,0.355392,0.51217,0.466587,0.543635,0.685659,0.500613,0.294104,0.274423,0.151856,0.145873,0.390507,0.600733,0.745089,0.875934,0.577817,0.283936,0.348619,0.351658,0.427246,0.536163,0.612354,0.507253,0.337997,0.0,0.008354,0.184974,0.358526,0.741406,0.882886,0.741286,0.668729,0.440128,0.331186,0.115185,0.446919,0.539114,0.60001,0.46854,0.213793,0.109747,0.061415,0.289719,0.451128,0.66003,0.73373,1.0,0.694471,0.435314,0.0
79.0,80.0,83.0,74.0,65.0,75.0,62.0,65.0,80.0,60.0,53.0,72.0,76.0,62.0,46.0,40.0,43.0,63.0,72.0,81.0,70.0,51.0,42.0,33.0,49.0,50.0,50.0,66.0,73.0,87.0,71.0,70.0,66.0,50.0,54.0,43.0,23.0,16.0,28.0,41.0,47.0,44.0,32.0,32.0,51.0,48.0,61.0,70.0,69.0,56.0,70.0,72.0,61.0,81.0,77.0,77.0,66.0,60.0,73.0,69.0,64.0,55.0,60.0,79.0,59.0,59.0,46.0,31.0,44.0,47.0,1.0
41.0,31.0,38.0,46.0,48.0,67.0,79.0,93.0,78.0,70.0,55.0,38.0,53.0,56.0,54.0,72.0,82.0,80.0,70.0,70.0,53.0,69.0,63.0,70.0,68.0,76.0,66.0,54.0,40.0,45.0,53.0,67.0,57.0,47.0,60.0,45.0,52.0,60.0,79.0,76.0,56.0,47.0,55.0,61.0,62.0,82.0,73.0,56.0,71.0,67.0,54.0,61.0,73.0,74.0,59.0,49.0,52.0,71.0,62.0,82.0,66.0,71.0,75.0,68.0,60.0,44.0,61.0,73.0,55.0,71.0,1.0
0.4395,0.776778,0.86632,0.802821,0.575846,0.385849,0.016677,0.174258,0.376603,0.712179,0.546277,0.505574,0.26432,0.15331,0.096688,0.126569,0.391448,0.678819,0.879401,0.80734,0.688131,0.429307,0.308017,0.405465,0.620475,0.606122,0.73367,0.453455,0.358196,0.130155,0.071795,0.141414,0.372558,0.607252,0.89909,1.0,0.603559,0.465038,0.332713,0.254341,0.566947,0.309027,0.506224,0.398218,0.161846,0.059122,0.001434,0.17079,0.496402,0.650781,0.783699,0.888668,0.572179,0.234322,0.34519,0.418768,0.590533,0.612228,0.687291,0.622068,0.179309,0.134971,0.0,0.221693,0.456246,0.870798,0.924904,0.704505,0.776114,0.295335,0.0
66.0,59.0,72.0,68.0,64.0,63.0,80.0,68.0,59.0,72.0,82.0,76.0,72.0,64.0,64.0,63.0,63.0,47.0,33.0,26.0,11.0,11.0,27.0,15.0,30.0,43.0,25.0,43.0,62.0,74.0,54.0,51.0,56.0,57.0,75.0,73.0,70.0,61.0,78.0,78.0,76.0,64.0,84.0,66.0,65.0,60.0,79.0,75.0,77.0,63.0,56.0,39.0,58.0,68.0,77.0,66.0,75.0,93.0,74.0,59.0,67.0,64.0,63.0,74.0,73.0,75.0,83.0,70.0,62.0,78.0,1.0
81.0,62.0,58.0,58.0,45.0,58.0,75.0,73.0,59.0,56.0,57.0,62.0,59.0,52.0,37.0,41.0,57.0,68.0,67.0,58.0,71.0,80.0,100.0,80.0,64.0,56.0,57.0,51.0,68.0,77.0,72.0,53.0,61.0,44.0,46.0,57.0,73.0,76.0,76.0,74.0,88.0,73.0,78.0,65.0,50.0,44.0,24.0,44.0,50.0,64.0,61.0,77.0,87.0,69.0,74.0,79.0,62.0,50.0,36.0,40.0,45.0,63.0,56.0,38.0,24.0,39.0,59.0,41.0,38.0,28.0,1.0
0.424659,0.814737,0.823653,0.861038,0.65448,0.451106,0.356501,0.318785,0.573979,0.563582,0.725484,0.511074,0.173266,0.09158,0.218259,0.338948,0.339789,0.694823,0.729458,0.852202,0.608038,0.487121,0.397873,0.493283,0.64099,0.787548,0.732991,0.529433,0.187114,0.09055,0.0,0.281773,0.670388,0.68228,0.767019,0.759772,0.807958,0.561391,0.430222,0.259306,0.575483,0.634661,0.727043,0.454383,0.334005,0.107382,0.167617,0.424464,0.393184,0.738156,0.973424,0.810448,0.596132,0.465966,0.3097,0.512853,0.52596,0.671038,0.586064,0.552697,0.330717,0.211741,0.165559,0.198117,0.510348,0.83513,0.837702,1.0,0.567499,0.437033,0.0
0.557982,0.773929,0.850488,0.873623,0.761453,0.448295,0.272908,0.395812,0.457106,0.668471,0.773012,0.457854,0.192704,0.352288,0.129277,0.149559,0.427454,0.728568,0.926793,0.657643,0.732792,0.411362,0.474116,0.410602,0.583895,0.622116,0.688696,0.666346,0.27472,0.199582,0.162536,0.364853,0.457202,0.697741,1.0,0.838501,0.600956,0.427176,0.237372,0.376438,0.272337,0.663372,0.54122,0.656804,0.286806,0.094765,0.121781,0.284884,0.513006,0.633971,0.911564,0.850564,0.665472,0.515834,0.28789,0.285269,0.560822,0.480592,0.691816,0.452078,0.460771,0.043025,0.0,0.444679,0.614282,0.701165,0.799846,0.780625,0.704859,0.491526,0.0
59.0,76.0,74.0,68.0,55.0,48.0,44.0,45.0,63.0,65.0,76.0,65.0,80.0,76.0,94.0,80.0,74.0,68.0,57.0,69.0,70.0,69.0,50.0,70.0,62.0,53.0,69.0,71.0,57.0,76.0,65.0,83.0,76.0,74.0,71.0,58.0,48.0,38.0,42.0,61.0,81.0,63.0,76.0,68.0,62.0,46.0,45.0,42.0,45.0,52.0,72.0,74.0,67.0,51.0,71.0,61.0,75.0,66.0,77.0,78.0,76.0,60.0,69.0,75.0,92.0,80.0,70.0,70.0,69.0,60.0,1.0
81.0,65.0,62.0,75.0,58.0,44.0,43.0,53.0,66.0,77.0,61.0,62.0,54.0,45.0,64.0,78.0,92.0,75.0,79.0,60.0,58.0,51.0,50.0,69.0,52.0,69.0,89.0,70.0,71.0,67.0,78.0,65.0,46.0,32.0,27.0,14.0,22.0,4.0,15.0,12.0,16.0,35.0,51.0,63.0,62.0,71.0,70.0,67.0,52.0,70.0,85.0,69.0,71.0,66.0,70.0,77.0,60.0,54.0,42.0,39.0,46.0,35.0,17.0,29.0,49.0,46.0,36.0,56.0,53.0,36.0,1.0
94.0,77.0,77.0,63.0,49.0,55.0,65.0,52.0,62.0,49.0,37.0,44.0,34.0,20.0,17.0,3.0,1.0,15.0,4.0,4.0,23.0,16.0,24.0,44.0,46.0,57.0,52.0,57.0,76.0,86.0,69.0,51.0,58.0,46.0,26.0,42.0,57.0,75.0,81.0,61.0,77.0,67.0,75.0,78.0,70.0,69.0,75.0,80.0,68.0,50.0,66.0,79.0,84.0,69.0,50.0,57.0,41.0,51.0,62.0,51.0,52.0,69.0,59.0,67.0,62.0,77.0,79.0,77.0,77.0,70.0,1.0
59.0,79.0,80.0,69.0,86.0,74.0,74.0,75.0,78.0,70.0,52.0,50.0,59.0,71.0,70.0,58.0,45.0,64.0,75.0,62.0,79.0,95.0,77.0,77.0,70.0,52.0,52.0,67.0,75.0,78.0,60.0,64.0,78.0,70.0,83.0,69.0,50.0,32.0,32.0,13.0,31.0,18.0,20.0,35.0,50.0,61.0,74.0,66.0,86.0,72.0,70.0,74.0,56.0,74.0,54.0,41.0,48.0,38.0,23.0,4.0,11.0,31.0,48.0,32.0,27.0,44.0,48.0,57.0,59.0,60.0,1.0
0.509544,0.912934,0.919879,0.983802,0.62578,0.427582,0.291469,0.348183,0.39724,0.588753,0.620135,0.749732,0.355038,0.142527,0.194414,0.230767,0.565001,0.86475,1.0,0.898303,0.720381,0.525945,0.419392,0.431441,0.55261,0.595159,0.752592,0.478694,0.369176,0.189576,0.004202,0.207206,0.649582,0.737411,0.997936,0.798504,0.591569,0.559757,0.469892,0.403223,0.572778,0.791446,0.686791,0.58935,0.347349,0.112819,0.0,0.195274,0.638683,0.948123,0.855161,0.964899,0.690686,0.626461,0.370989,0.344889,0.556579,0.54846,0.716967,0.556933,0.341003,0.122735,0.062183,0.295518,0.545854,0.789601,0.979816,0.893155,0.690508,0.435892,0.0
