value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,label
33,20,25,13,23,7,23,27,14,16,15,1,3,6,22,15,18,18,3,10,17,1,11,17,5,7,19,29,23,37,53,44,53,52,68,50,38,58,76,81,62,64,66,66,61,49,41,48,54,50,67,82,62,59,47,39,58,52,35,47,50,65,85,74,89,88,78,69,66,75,0
64,61,81,69,51,31,44,32,12,21,39,22,28,34,41,41,45,62,81,70,58,48,34,24,16,25,36,52,56,74,83,67,61,55,56,61,58,42,61,69,66,79,72,76,78,78,64,65,81,79,62,47,40,53,61,80,60,48,43,24,22,6,19,38,54,53,38,54,72,72,1
86,75,57,48,56,52,38,30,11,4,10,7,24,20,6,19,5,10,9,27,19,19,21,24,41,24,27,41,23,6,25,41,60,74,84,88,80,63,56,48,54,39,35,50,69,83,79,99,80,72,53,60,65,66,48,62,53,56,40,39,57,75,67,87,78,70,59,71,90,91,0
96,77,71,52,44,43,41,56,56,71,81,69,68,71,66,70,65,73,65,74,91,76,80,60,73,57,58,68,73,60,57,57,71,80,71,70,71,66,63,72,53,40,58,64,59,76,79,67,78,76,68,57,69,67,67,66,53,66,74,69,68,64,80,70,74,72,81,71,75,67,1
76,65,78,67,76,77,62,43,52,33,44,39,30,10,21,8,16,13,15,8,10,14,5,18,19,38,28,27,26,26,23,12,2,9,14,31,14,6,14,4,15,17,19,6,11,16,30,34,53,43,29,34,35,39,37,47,52,72,87,89,83,75,79,60,41,36,24,31,23,37,0
84,75,72,69,65,75,69,53,51,71,62,80,71,61,55,70,78,66,66,51,59,50,55,43,37,36,45,51,66,85,77,76,75,63,52,38,57,72,79,84,75,78,65,51,52,62,72,74,70,75,65,73,69,77,65,75,67,70,74,63,75,73,76,74,80,79,92,80,77,62,1
7,14,27,39,36,21,24,29,16,7,2,19,21,12,15,20,34,25,10,9,3,7,21,5,24,32,40,31,18,2,8,22,32,13,17,21,41,32,51,33,15,25,28,47,57,39,28,35,47,48,44,64,47,44,45,29,24,15,34,54,38,20,32,12,2,13,8,26,8,24,0
34,38,45,54,72,88,69,69,82,80,99,84,94,99,90,99,94,89,83,72,87,92,80,76,61,62,57,58,76,59,42,30,23,28,10,11,19,3,13,13,24,23,12,23,35,49,42,37,46,44,56,76,57,74,61,60,42,42,22,22,9,2,9,21,11,16,9,17,32,50,0
16,31,49,32,39,34,52,56,48,32,41,21,5,22,15,11,2,18,15,25,34,15,27,21,32,31,24,30,12,17,3,13,25,22,2,7,23,7,2,17,29,12,9,21,12,12,18,4,9,8,19,32,24,37,35,28,12,27,34,39,28,31,27,22,18,1,21,22,6,4,0
77,68,68,63,80,74,71,75,72,92,79,67,53,44,45,42,38,54,71,79,70,84,76,66,64,55,42,60,68,57,75,64,60,73,71,52,51,51,42,42,45,32,45,49,51,66,80,77,82,78,80,77,62,76,74,74,74,75,84,70,50,52,41,57,76,75,64,74,55,68,1
36,26,9,19,36,20,21,13,4,10,18,35,40,45,43,59,49,30,40,37,27,22,3,22,33,34,49,36,51,55,74,84,67,85,74,80,100,85,81,98,94,86,86,80,83,69,86,87,76,88,79,66,85,86,81,94,87,82,75,60,49,52,58,46,41,22,32,30,20,22,0
59,61,52,63,71,55,36,21,21,35,29,26,7,5,5,9,6,19,19,16,12,24,12,3,17,30,36,39,57,43,31,26,16,9,1,12,3,20,8,7,5,5,20,5,12,21,20,5,23,9,1,19,2,12,10,25,36,33,43,31,31,49,35,27,26,18,28,44,48,53,0
57,44,42,57,47,31,38,19,11,18,5,19,5,8,19,12,4,14,23,36,38,50,42,55,63,72,69,83,67,50,34,52,46,34,21,10,22,25,28,16,22,35,26,22,5,17,30,45,25,37,43,36,19,35,47,38,21,34,27,8,27,37,49,55,62,75,84,100,81,61,0
52,67,81,68,62,72,80,72,75,67,62,76,82,76,64,56,40,37,20,38,33,29,30,31,49,54,52,70,80,72,54,60,67,67,77,65,65,47,62,82,71,77,65,67,59,47,66,64,63,65,48,59,44,61,54,57,72,78,77,71,88,78,69,52,58,38,48,62,48,41,1
72,92,76,67,57,37,21,23,21,21,36,34,54,64,76,79,68,58,44,51,64,64,49,48,50,61,71,83,64,62,53,73,64,56,72,55,60,79,68,61,64,80,66,63,76,77,84,68,71,53,44,38,42,61,75,90,74,57,53,56,54,34,27,40,50,37,33,42,53,65,1
1,4,11,15,32,26,33,35,17,32,31,24,38,57,45,48,68,51,42,45,25,18,31,20,33,48,62,59,63,54,61,49,52,51,56,40,46,53,69,88,74,72,73,70,64,76,94,92,76,95,79,63,79,65,46,55,45,61,79,91,79,69,60,49,39,51,50,34,37,48,0
13,17,15,28,22,12,24,34,17,35,48,54,43,52,51,59,67,69,69,58,78,69,78,90,87,80,81,81,61,55,70,71,82,94,99,87,89,79,60,41,58,66,48,66,52,67,75,91,87,89,81,76,86,99,96,76,73,92,82,76,72,61,60,45,32,45,56,39,57,56,0
65,73,60,62,48,60,68,87,74,71,53,64,69,80,73,80,77,74,82,71,60,76,77,69,79,59,76,62,75,61,46,34,38,57,72,69,54,70,80,87,80,66,52,60,62,50,57,67,70,64,66,81,73,54,47,41,32,49,68,68,71,78,67,52,69,65,68,63,65,72,1
77,59,68,85,89,72,65,78,79,59,61,66,66,50,35,34,49,49,63,56,75,79,75,93,75,93,82,67,58,74,81,96,76,93,91,87,88,96,97,79,96,91,73,62,47,45,36,42,54,59,75,78,88,69,70,67,66,86,83,91,90,86,90,80,95,86,73,80,62,74,0
47,31,11,29,23,35,53,60,64,52,66,78,61,72,59,76,63,61,66,83,74,77,67,78,80,71,62,49,59,55,71,67,54,46,56,50,40,49,58,65,60,71,76,64,77,86,66,73,71,71,57,68,78,75,77,97,78,78,61,45,64,59,72,68,85,80,67,77,66,77,1
62,82,77,72,67,64,73,56,65,71,61,81,74,80,69,75,57,59,52,67,49,68,57,70,63,58,41,46,60,43,57,61,78,72,53,54,65,69,76,64,76,68,69,82,62,62,65,74,73,72,54,74,57,59,42,53,72,57,44,52,62,68,87,72,73,60,69,53,65,47,1
82,69,51,70,59,67,67,76,78,69,89,76,73,57,77,74,62,79,76,65,69,76,71,73,62,49,60,66,71,72,86,77,67,69,50,69,64,45,52,59,60,79,67,70,58,70,77,80,70,64,74,64,81,64,67,54,72,52,55,41,45,49,41,56,53,41,42,46,35,46,1
28,21,12,27,12,19,20,21,16,12,29,28,40,21,34,39,51,60,40,27,7,14,10,19,2,4,24,15,31,51,53,65,52,47,41,61,80,85,78,69,75,85,68,77,60,70,83,66,65,62,49,30,18,16,22,13,5,7,15,8,24,22,38,35,35,53,46,40,22,12,0
73,87,77,77,71,80,61,66,58,55,70,64,74,76,85,68,51,46,65,67,53,44,32,24,31,15,31,41,25,5,1,12,32,50,68,67,72,60,57,51,60,42,50,65,54,71,67,77,71,63,54,61,54,70,89,71,51,46,51,57,70,64,80,86,69,57,37,50,63,70,1
69,69,61,48,38,23,11,18,22,33,36,53,49,64,76,75,64,77,94,77,64,57,74,74,62,60,56,76,59,72,84,79,70,73,70,59,75,66,61,52,70,84,66,73,77,58,65,54,65,71,65,82,72,77,66,51,48,37,35,55,64,75,62,79,68,74,78,62,69,54,1
28,28,25,35,51,51,44,48,54,73,75,85,93,87,96,94,99,98,83,81,87,91,78,95,94,96,90,96,78,67,61,56,52,50,40,24,8,26,19,26,13,5,7,16,14,4,4,16,17,36,21,16,29,44,61,77,66,86,94,87,70,85,77,74,86,86,81,75,59,44,0
98,79,73,79,78,64,51,70,68,72,74,54,73,80,82,68,54,42,59,47,41,44,48,58,76,78,76,73,81,76,74,67,52,44,27,42,45,65,57,74,61,48,38,39,47,67,79,75,89,76,70,76,78,68,58,65,52,41,26,33,30,27,7,8,16,10,25,23,17,6,1
6,14,10,22,37,23,9,29,24,4,16,35,43,60,52,71,62,64,59,52,47,32,47,50,56,60,79,94,76,68,51,41,35,16,15,6,15,13,13,12,16,20,40,32,45,43,49,57,55,61,42,61,79,59,52,39,45,57,67,76,80,95,80,60,70,84,84,97,93,81,0
70,54,60,47,35,29,44,64,50,61,48,42,58,56,74,59,57,64,60,58,68,58,52,41,43,25,7,18,25,24,32,33,27,45,34,34,42,53,42,34,36,38,48,31,13,21,2,4,1,15,33,18,7,19,1,7,19,26,17,22,14,28,21,22,31,30,36,53,73,86,0
66,68,82,98,88,79,93,81,63,76,93,96,81,77,96,76,63,57,61,48,59,51,45,30,42,28,40,48,65,81,92,97,79,78,71,78,95,78,72,68,84,87,74,56,65,66,78,82,91,75,57,40,48,59,61,59,53,48,50,69,85,65,63,79,93,89,75,80,72,73,0
17,37,28,18,28,28,9,25,24,23,38,50,46,42,40,24,17,14,16,4,10,19,24,33,43,46,52,63,50,58,53,37,36,30,24,23,11,28,46,32,34,37,32,33,35,33,24,29,41,61,79,60,56,46,30,50,37,57,56,62,68,77,90,79,82,73,81,69,62,60,0
17,7,20,2,10,15,31,20,3,1,21,40,37,57,42,61,64,53,69,56,60,42,44,48,66,54,40,51,52,39,34,38,39,45,38,32,47,39,42,25,25,31,41,39,36,21,10,8,20,4,20,4,11,8,19,33,33,29,46,46,36,40,20,23,5,18,12,29,14,19,0
50,55,61,81,68,61,58,53,67,66,77,57,70,75,79,61,42,41,37,43,55,57,53,52,60,51,60,79,75,75,66,52,36,54,61,61,67,57,75,74,89,69,49,36,47,54,74,72,54,51,63,62,82,80,70,70,58,78,58,69,74,80,92,75,76,59,53,64,51,38,1
27,45,46,53,67,60,57,61,43,50,64,84,68,79,79,63,80,68,73,57,37,18,6,22,10,12,10,10,2,2,2,11,26,42,36,51,69,83,71,80,68,70,68,56,74,79,88,78,63,61,52,44,45,49,36,41,47,40,36,51,68,51,46,28,19,31,51,65,81,75,1
39,23,33,44,35,53,72,77,80,89,70,76,65,73,77,66,71,60,79,72,63,81,65,55,44,45,32,40,28,16,36,44,48,56,69,75,56,76,88,79,67,55,68,77,72,78,80,80,75,57,42,37,45,39,57,76,89,74,78,73,73,75,69,66,68,67,54,58,41,21,1
25,17,14,10,23,26,41,42,55,48,36,27,28,40,37,47,38,55,68,62,81,61,71,60,73,89,81,98,90,79,80,97,87,99,88,98,98,91,72,76,64,61,70,70,78,97,93,76,88,90,76,89,92,78,65,47,66,72,55,36,20,10,5,9,8,3,13,15,33,28,0
50,70,56,59,75,79,72,80,62,80,88,83,83,84,84,85,73,75,63,74,89,83,98,82,87,70,73,93,83,76,82,73,70,58,39,56,67,59,62,43,60,58,55,36,41,44,50,58,45,55,68,61,44,52,70,82,82,62,68,49,38,27,36,16,31,45,53,45,33,52,0
53,59,55,47,48,65,65,81,65,61,44,53,69,70,59,45,64,80,69,62,76,64,70,70,56,72,73,67,50,51,58,65,75,66,77,91,78,78,75,65,67,68,80,66,59,74,94,79,76,68,64,69,71,66,46,58,67,51,52,47,63,74,70,56,69,85,70,72,63,70,1
2,14,6,15,16,9,12,19,16,22,20,8,12,13,21,3,15,2,22,18,16,14,5,23,23,18,31,42,37,25,41,29,29,16,24,19,31,30,14,2,3,3,15,29,10,6,4,22,7,17,32,29,33,30,20,5,22,28,13,11,8,4,5,18,8,23,40,31,31,32,0
53,41,33,53,52,47,36,40,22,16,1,17,15,16,11,25,5,19,10,8,20,9,7,18,12,24,26,44,64,79,84,73,77,86,98,96,87,69,80,94,91,100,98,89,70,53,56,42,38,56,59,54,58,56,61,73,66,68,78,76,85,90,77,78,84,93,74,55,47,36,0
28,12,13,17,32,40,22,41,54,73,79,71,83,68,71,69,64,83,90,70,90,82,86,92,77,63,47,57,59,48,59,68,86,96,93,76,57,50,42,50,41,59,40,51,43,49,69,65,84,94,75,78,92,87,72,70,79,65,54,74,85,98,92,76,84,85,68,67,78,93,0
66,73,68,70,76,93,78,71,78,79,67,59,49,38,44,61,61,67,82,79,72,55,68,68,64,80,76,59,56,36,43,49,57,62,56,42,56,63,73,93,76,77,64,77,63,78,79,72,63,66,83,67,63,60,55,44,26,32,45,57,75,55,56,65,70,58,73,79,60,78,1
41,36,50,35,38,44,46,60,61,78,94,74,61,80,67,74,55,52,61,58,72,78,67,64,84,80,67,64,46,52,70,64,77,72,79,73,76,70,61,81,62,49,59,78,60,78,79,63,58,45,42,55,73,92,79,60,74,70,66,77,75,68,71,53,70,59,78,80,61,61,1
9,24,36,28,42,27,46,55,72,67,47,44,45,50,43,59,52,57,72,74,55,73,59,77,78,85,84,81,84,96,98,90,95,93,88,80,69,62,50,40,22,41,32,46,64,82,93,79,72,52,58,74,54,62,65,61,75,85,96,94,80,79,86,68,79,80,74,91,89,98,0
86,71,71,69,58,52,44,47,61,42,26,6,1,12,6,19,34,30,30,45,44,36,47,56,63,82,75,68,70,64,67,76,59,62,71,59,58,59,64,82,74,70,74,60,72,61,72,71,75,75,62,71,74,86,71,70,67,57,44,60,52,59,61,54,62,58,42,27,30,19,1
71,75,62,74,69,88,77,68,69,55,55,74,91,92,80,79,71,74,83,80,84,83,73,92,73,75,80,82,94,98,79,84,68,76,85,91,75,79,68,81,72,80,98,96,94,75,80,96,91,89,70,79,70,69,81,69,50,57,70,70,68,61,57,41,41,42,61,60,67,78,0
83,77,78,74,80,66,60,46,61,72,73,62,75,56,42,50,61,81,76,78,73,68,51,62,45,59,60,58,63,82,66,80,60,56,59,60,52,71,87,75,60,80,78,64,65,46,54,37,48,33,43,35,36,36,52,46,30,27,8,5,20,26,43,49,42,54,39,24,9,17,1
57,62,80,75,69,56,72,87,68,71,64,53,69,71,79,78,77,76,70,77,73,82,77,73,71,69,65,76,74,71,88,69,68,56,63,57,38,57,73,56,68,49,49,63,75,55,71,77,66,65,77,74,56,51,64,82,62,61,74,71,57,39,24,32,40,22,20,20,9,19,1
77,93,90,93,75,81,95,83,82,87,87,98,99,92,100,96,98,81,85,82,77,58,63,76,67,56,64,45,40,55,70,71,56,70,90,74,84,65,79,86,72,72,76,73,93,85,77,64,57,53,45,35,24,20,29,10,1,15,27,25,22,36,24,28,29,21,29,30,25,23,0
53,40,24,43,50,66,78,85,74,66,65,67,75,55,56,66,58,68,54,62,68,71,78,60,58,56,66,52,53,64,83,74,76,80,66,77,79,67,69,64,58,72,57,77,74,74,62,55,75,81,61,52,55,51,51,45,53,43,55,59,47,65,67,50,38,56,62,72,82,75,1
7,18,26,40,27,10,17,21,27,45,46,48,30,40,27,20,27,31,11,4,24,27,32,42,48,55,65,55,64,56,47,56,44,62,45,37,33,13,16,10,2,11,3,8,16,9,14,27,28,34,51,36,36,49,35,24,19,34,41,54,40,28,33,30,19,29,22,15,8,10,0
6,2,7,19,18,36,35,51,31,33,50,49,32,49,33,18,26,6,18,15,16,23,43,44,28,12,6,2,10,22,37,51,53,48,64,78,97,92,76,66,74,64,59,63,45,27,7,12,7,11,13,32,33,24,9,6,7,6,9,21,28,39,45,39,51,62,75,61,53,71,0
55,72,84,71,76,70,63,62,60,72,87,90,79,92,75,90,85,79,76,62,63,74,72,91,94,74,88,72,63,54,54,52,40,55,66,80,90,97,97,99,83,94,84,100,86,95,100,92,73,63,62,78,66,83,81,100,86,70,73,93,79,69,57,66,86,68,69,88,87,98,0
64,56,39,43,28,29,46,61,43,37,27,40,46,48,44,46,59,59,71,55,51,31,17,3,16,16,14,26,32,28,11,17,33,42,42,38,28,37,34,33,46,66,73,61,71,66,76,84,76,78,71,89,70,61,68,79,82,98,97,86,83,65,57,49,57,38,45,28,12,7,0
65,65,57,62,50,66,68,48,29,36,51,61,81,65,81,85,72,85,96,86,90,72,83,97,78,94,93,77,84,91,78,84,79,76,80,60,47,47,60,63,79,84,77,85,94,76,62,77,67,78,69,63,80,83,63,60,46,66,47,66,76,88,97,78,64,68,63,64,79,85,0
52,72,84,88,95,98,93,90,100,86,73,67,84,91,97,97,88,94,88,81,81,74,59,50,57,65,81,98,80,92,89,82,73,64,54,61,75,88,89,75,77,68,66,76,68,66,81,82,91,74,66,65,83,68,59,54,50,37,49,67,58,63,61,53,42,55,65,71,53,37,0
67,71,73,92,74,74,78,67,59,66,66,49,68,49,40,39,33,24,40,41,30,42,40,29,20,24,22,37,42,53,68,61,75,55,37,41,37,53,71,61,43,61,67,83,80,72,71,69,59,51,67,52,61,81,66,47,41,58,63,51,40,55,47,63,73,80,69,87,71,62,1
7,3,20,34,18,29,35,21,1,9,15,1,17,32,52,61,55,62,44,51,35,16,16,17,12,26,12,24,19,18,8,27,32,42,39,20,23,24,36,33,27,47,29,31,12,10,4,19,10,22,7,1,11,16,7,24,38,31,14,15,23,21,14,27,42,59,60,50,33,44,0
19,16,34,42,29,34,24,13,4,19,34,36,17,33,44,43,35,17,29,26,11,14,4,12,29,46,53,73,58,75,58,45,55,66,49,56,42,30,12,21,33,32,30,25,7,6,6,18,34,27,32,45,33,45,43,31,49,34,36,24,29,18,6,14,17,4,15,14,24,16,0
11,6,5,12,29,42,39,27,18,9,1,7,7,10,2,4,8,22,15,31,26,44,34,24,41,32,20,22,39,27,9,7,3,20,30,35,22,33,34,21,2,14,5,13,23,15,19,24,38,31,14,26,15,34,47,45,27,42,25,30,20,3,17,9,14,2,14,3,2,22,0
24,25,23,39,36,46,62,71,83,72,88,79,88,94,80,68,68,59,67,79,73,54,72,69,51,37,34,51,67,79,89,94,84,67,64,47,60,68,71,72,53,38,42,42,37,47,40,58,65,76,83,71,72,83,67,69,53,64,53,71,65,51,59,41,39,28,35,43,37,51,0
97,77,69,70,65,67,70,65,56,75,61,60,79,67,83,64,53,56,58,45,56,59,44,40,52,63,71,72,67,77,96,78,73,73,61,69,52,71,64,64,51,54,57,51,68,72,63,68,70,80,93,77,72,70,71,76,56,64,53,47,30,31,18,9,11,3,23,25,43,62,1
8,28,10,26,25,21,31,23,34,19,32,43,54,34,54,44,35,35,35,24,12,12,32,32,29,49,67,51,35,21,14,22,34,48,56,50,60,67,64,51,63,57,43,57,72,91,75,67,87,77,92,94,92,94,87,70,83,69,85,84,98,78,93,79,90,74,68,86,67,86,0
82,71,76,73,86,86,93,97,88,84,72,74,78,83,84,81,61,79,72,80,74,68,64,60,78,84,94,78,73,53,47,32,43,59,54,39,29,19,25,15,19,1,10,6,23,18,38,22,12,5,12,14,10,3,20,14,26,30,28,23,8,6,22,34,23,29,30,26,34,15,0
1,20,8,8,18,13,19,13,26,14,34,44,30,18,26,38,50,69,52,59,42,55,74,59,71,55,53,50,32,45,26,6,3,19,4,3,8,12,29,44,37,46,32,24,25,6,8,25,25,24,14,34,18,30,42,33,17,1,3,4,9,22,4,20,10,20,40,22,12,15,0
63,56,61,65,63,62,67,78,80,73,74,83,90,99,84,93,91,73,87,70,88,78,70,51,66,75,70,81,75,77,91,83,79,76,87,82,62,55,36,21,26,13,24,42,52,52,51,32,51,50,51,43,42,52,54,59,68,56,74,85,76,67,73,78,71,64,54,67,54,72,0
15,25,38,19,21,23,19,4,9,16,1,7,21,31,45,45,36,20,3,12,25,14,30,26,24,21,26,33,44,62,61,61,56,47,27,38,31,24,22,2,10,17,13,4,20,4,9,6,16,26,32,33,41,59,78,59,74,76,74,69,72,85,89,79,63,62,55,55,60,77,0
54,65,84,65,59,59,62,58,46,60,59,57,54,53,62,81,61,64,67,65,74,79,96,88,71,67,79,63,70,73,69,87,77,68,60,47,27,15,28,9,14,13,2,4,12,16,10,3,4,6,23,7,18,3,10,11,19,14,21,28,28,43,46,63,59,60,58,47,37,54,0
13,30,46,36,22,36,26,45,45,27,36,39,56,38,54,66,67,77,68,61,52,58,50,53,70,58,45,61,55,41,44,39,42,28,35,16,34,51,33,13,31,33,32,27,38,34,31,14,23,17,13,14,14,5,22,29,12,18,38,46,62,76,75,89,71,70,51,48,57,65,0
67,85,80,74,74,72,54,74,76,70,78,67,71,74,74,57,55,45,42,24,28,24,10,30,37,46,66,61,67,66,66,57,60,66,75,75,81,77,77,67,47,48,43,60,77,90,77,71,60,76,71,53,58,59,72,52,44,54,56,64,67,73,78,58,71,86,72,77,65,74,1
61,44,37,50,38,32,50,64,71,70,84,64,78,74,79,62,55,60,66,57,71,54,37,43,44,29,23,27,36,54,45,57,76,79,61,76,64,74,62,78,96,77,78,60,51,37,40,30,43,60,79,79,78,70,71,71,86,67,67,64,50,53,55,47,63,83,73,72,72,62,1
11,14,19,12,1,4,6,2,1,7,14,6,25,7,22,17,21,34,17,22,27,46,40,54,71,73,81,79,78,77,78,69,68,52,70,82,77,75,74,58,60,45,42,23,10,10,22,26,46,60,64,57,50,68,75,68,85,75,75,66,60,71,71,66,80,70,59,78,92,72,1
18,5,1,7,26,39,21,36,50,41,35,18,33,28,36,21,37,39,31,11,25,16,27,31,32,45,42,62,57,65,74,83,82,83,96,79,89,87,80,67,83,67,54,44,52,52,70,62,60,42,55,72,70,81,96,94,80,73,59,58,69,79,80,64,74,68,64,80,78,67,0
9,22,3,11,29,27,12,4,23,34,21,9,15,26,35,53,67,83,73,77,78,60,76,75,57,59,78,83,78,63,59,61,48,42,39,56,58,59,78,58,69,88,80,77,65,69,61,41,57,67,72,66,68,80,72,78,97,78,66,69,53,71,55,36,51,45,51,37,29,26,1
34,46,41,54,34,49,61,81,72,59,40,35,40,32,47,52,52,56,55,51,61,68,56,44,51,69,56,61,77,76,64,82,79,77,78,68,66,49,65,62,82,65,68,52,55,62,53,54,74,68,70,71,70,74,76,67,82,76,69,57,57,60,63,68,50,30,16,4,6,24,1
46,41,31,43,44,34,41,54,74,64,50,44,43,38,46,30,30,24,9,17,23,31,11,5,9,15,33,36,52,37,55,45,49,46,47,67,60,49,45,53,38,24,8,27,41,37,23,3,15,11,20,26,19,13,4,16,33,26,18,17,6,22,24,40,55,75,89,94,74,57,0
50,36,16,36,53,73,83,78,61,71,73,53,40,56,60,74,83,65,55,42,62,72,62,57,45,29,19,24,36,19,31,45,42,59,55,50,38,57,77,85,72,63,54,47,56,63,49,53,59,63,68,80,70,83,65,64,56,75,72,65,66,48,38,21,30,38,48,58,47,56,1
99,79,59,68,58,38,55,58,77,57,55,64,69,77,66,53,70,57,52,71,82,67,54,38,51,51,47,66,77,67,65,75,77,86,72,57,71,76,64,72,55,55,71,82,71,67,69,67,77,70,71,61,66,77,79,66,68,57,38,55,58,72,71,57,77,61,75,67,61,72,1
97,91,88,68,79,74,84,90,85,69,68,60,52,70,54,71,83,82,86,84,85,100,94,93,94,74,82,74,80,63,70,60,79,89,71,73,73,62,63,53,37,30,13,19,25,34,52,56,59,48,47,48,52,55,67,78,94,86,79,97,80,64,67,85,83,77,64,64,70,66,0
46,40,51,51,31,16,27,29,39,30,30,11,5,9,20,18,22,9,2,9,7,18,27,22,22,6,23,31,47,48,41,39,53,56,41,23,36,17,15,15,32,32,28,41,52,54,68,84,100,80,84,100,87,87,100,98,86,70,54,58,63,61,70,85,80,66,63,63,73,53,0
55,73,55,49,35,48,61,41,49,53,53,57,73,69,52,71,67,73,70,69,78,90,71,65,72,54,47,42,34,49,40,54,73,78,80,69,52,65,77,85,68,63,60,76,60,74,61,76,78,74,85,76,69,55,71,61,73,54,66,70,65,57,60,61,76,60,71,70,88,70,1
21,22,3,11,10,1,13,10,11,5,8,4,23,36,41,49,36,34,21,12,18,13,2,14,19,23,16,32,35,23,12,2,14,12,14,21,23,3,7,17,33,27,9,24,20,38,28,33,25,16,16,15,19,19,37,23,15,5,20,17,32,22,36,22,23,7,8,14,29,37,0
55,68,60,40,34,46,54,70,50,70,89,69,65,61,79,72,61,55,74,74,63,70,70,70,84,70,65,62,47,49,38,53,35,15,24,6,20,16,32,33,52,72,66,74,77,85,69,71,72,72,71,63,51,59,52,71,72,73,76,63,72,61,81,79,71,79,68,77,75,74,1
77,70,59,48,46,52,55,75,55,61,48,44,64,71,77,89,99,79,66,47,44,38,57,40,58,52,57,49,38,54,67,73,79,82,92,81,73,71,87,69,63,51,33,16,29,37,47,48,67,64,45,59,50,51,71,76,80,91,79,96,85,99,94,94,95,83,65,74,94,85,0
76,94,79,63,45,53,53,41,21,32,41,33,44,26,14,29,45,38,31,44,56,69,61,68,80,85,75,68,70,73,58,46,61,71,77,75,80,73,92,80,76,80,64,66,64,65,61,79,64,59,66,62,57,73,57,53,61,47,57,66,74,68,77,66,82,62,62,77,62,79,1
35,35,35,43,35,49,67,65,63,73,79,87,75,78,75,63,54,70,65,64,64,82,65,57,41,61,64,56,71,58,70,67,87,71,54,46,27,39,50,58,71,66,63,81,73,75,77,61,44,24,9,12,25,8,26,12,31,45,58,58,59,49,61,45,46,55,67,63,77,70,1
95,79,86,80,67,82,93,79,97,98,82,71,81,97,99,82,99,93,83,87,92,93,79,95,78,90,85,84,97,89,80,95,78,70,52,48,34,27,38,43,53,63,58,38,51,56,65,85,69,72,61,78,92,73,81,79,96,96,99,88,81,88,71,75,60,67,84,72,69,79,0
60,57,75,85,91,80,91,97,86,84,85,70,82,70,72,83,91,81,97,93,98,88,74,68,70,83,63,50,55,45,56,48,59,51,37,53,55,41,56,63,46,29,32,33,30,18,8,2,21,18,17,13,20,23,16,15,3,21,26,15,16,3,16,23,29,25,21,33,21,4,0
75,74,79,64,71,71,81,66,59,56,49,36,28,15,33,48,44,51,61,56,63,71,82,78,64,60,65,68,51,57,67,69,85,68,73,71,58,61,70,56,76,63,54,46,34,29,25,20,23,43,50,63,54,63,50,46,63,63,44,44,63,82,79,73,64,79,70,71,52,70,1
32,23,25,35,15,27,28,38,33,43,59,57,62,65,59,72,80,76,84,80,80,74,70,79,75,58,71,58,55,65,69,76,80,64,81,73,76,75,66,73,72,77,62,53,56,61,75,83,63,68,71,58,45,31,44,36,31,40,37,57,69,76,76,77,65,70,86,73,67,52,1
76,60,72,79,77,90,78,75,57,65,74,70,70,58,72,62,75,62,81,70,54,42,43,63,73,65,61,45,30,45,32,41,56,52,50,33,46,66,76,83,71,79,72,79,76,60,53,69,73,84,71,63,53,60,57,76,72,76,69,57,68,59,53,46,48,40,41,52,32,28,1
45,59,76,70,87,74,85,100,84,93,91,86,88,74,75,90,76,83,74,56,73,88,88,89,91,100,86,72,72,65,51,35,51,49,53,44,32,12,20,29,27,21,36,33,34,35,44,30,15,13,14,2,10,16,33,13,30,20,14,14,22,32,29,18,24,27,38,54,67,56,0
29,43,28,47,56,46,44,26,32,34,46,62,77,61,77,59,39,33,34,23,15,35,40,55,47,63,74,76,74,66,83,70,73,78,59,65,77,78,76,76,70,72,82,69,58,48,63,67,77,77,68,72,69,65,75,87,73,80,66,53,47,43,53,66,60,41,46,54,73,86,1
75,77,67,60,65,79,80,63,81,68,63,74,75,61,56,68,61,68,83,77,79,69,63,58,71,80,66,74,75,66,77,64,80,74,66,81,66,72,80,78,76,58,68,68,49,68,60,77,77,73,77,78,68,84,71,78,63,74,56,36,34,51,57,40,44,51,35,30,37,54,1
60,76,59,48,66,58,53,59,70,78,66,71,58,75,76,90,80,72,52,67,66,80,80,71,75,64,59,56,73,92,74,54,70,60,46,56,50,40,42,50,48,62,58,51,64,82,79,65,47,57,74,55,37,54,61,42,62,59,53,53,42,55,50,63,80,75,70,89,80,79,1
26,11,27,23,40,46,45,30,44,35,17,4,20,4,4,7,21,2,16,7,19,33,21,37,33,39,51,42,32,24,34,26,43,48,58,59,44,43,43,32,30,44,49,35,51,38,22,37,44,26,44,31,25,31,46,41,46,29,20,17,26,36,30,43,51,39,32,47,30,47,0
